query_id,query,chunk_id,page,bm25_rank,vec_rank,chunk_preview,label
q008,大学常见的心理问题有哪些？,p21_c0,21,27,29,华南师范大学学生心理健康教研室 —22— 255. 基于“准备”思维的大学生涯规划步骤需要做到“知己”、“知彼”与“抉择”三个 步骤。 （1）“知己”是帮助自身在快速变化的社会中找到内心的确定性、形成定见，不会 因外界变化而产生过多的困扰。,0
q008,大学常见的心理问题有哪些？,p8_c0,8,10000,19,华南师范大学学生心理健康教研室 —9— 130. 大学学习具有专业性。大学生的学习是在确定了基本的专业方向后进行的，因此大学 生学习的职业定向性较为明确，即为将来走上工作岗位，适应社会需要进行学习。同 时，专业与学科群的划分也把大学学习与大,0
q008,大学常见的心理问题有哪些？,p11_c0,11,23,10000,华南师范大学学生心理健康教研室 —12— 148. 信息爆炸下究竟会产生哪些焦虑？ 其一，信息爆炸让我们感觉要学东西太多，时间不够用。 其二，要学习的东西太多，不知从何下手。 149. 越是背求自己要集中注意力，注意力越是跑到了“怕被干扰”,0
q008,大学常见的心理问题有哪些？,p17_c0,17,10000,23,华南师范大学学生心理健康教研室 —18— 227. 大学的价值： （1）大学给我们提供了一个良好的个人成长环境。我们在这里脱去稚气，成为一个 更为全面发展的人，为未来长远的人生打下坚实的基础。大学是一个让自我学会独立 的阶段。大学让我们更广,0
q008,大学常见的心理问题有哪些？,p20_c0,20,10000,27,华南师范大学学生心理健康教研室 —21— 247. 大学学习与高中学习特点的比较： （1）学习目标：高中是考上大学，大学是成为社会需要的优秀人才，对大学生提出 的要求是掌握专门的知识，培养专门能力，提高综合素质。 （2）学习主动性：高中是学,0
q008,大学常见的心理问题有哪些？,p9_c1,9,29,10000,自己的学习生活造成很大困扰，请尽快求助专业心理咨询人员。 139. 拖延症是指在能够预料后果有害的情况下，仍然把计划要做的事情往后推迟的一种行 为，是一种普遍存在的、有害的自我调节失败的形式。 140. 著名心理学家弗兰克告诉我们，需求意义,0
q009,大学四年各有什么特点？,p10_c0,10,3,15,华南师范大学学生心理健康教研室 —11— 142. 大学生要先深入了解自己的专业核心课程、发展现状、就业前景等，然后再来判定该 专业是不是真的是自己所认为的那样，也确定自己是不是真的喜欢该专业。 143. 智力因素与非智力因素在学习中发挥着,0
q009,大学四年各有什么特点？,p20_c0,20,10000,3,华南师范大学学生心理健康教研室 —21— 247. 大学学习与高中学习特点的比较： （1）学习目标：高中是考上大学，大学是成为社会需要的优秀人才，对大学生提出 的要求是掌握专门的知识，培养专门能力，提高综合素质。 （2）学习主动性：高中是学,0
q009,大学四年各有什么特点？,p17_c0,17,29,7,华南师范大学学生心理健康教研室 —18— 227. 大学的价值： （1）大学给我们提供了一个良好的个人成长环境。我们在这里脱去稚气，成为一个 更为全面发展的人，为未来长远的人生打下坚实的基础。大学是一个让自我学会独立 的阶段。大学让我们更广,0
q009,大学四年各有什么特点？,p9_c0,9,7,10000,华南师范大学学生心理健康教研室 —10— 136. 学习焦虑是一种一般性的不安、担忧和紧张感，其原因在于害怕学习失败、担心不能 完成学习任务及随之而来的自尊、自我效能感的丧失。但实际上，适度的学习焦虑是 可以促进学习的。 137. 1908,0
q009,大学四年各有什么特点？,p8_c1,8,11,23,（2）学习态度不端正：现在的大学生中，很多人对自己“为什么要学习”缺乏正确 的认识，因而在学习中，缺乏积极主动的学习心态，表现为遇到上课老师点名的课就 去听，课后就是玩游戏、听歌等；平时不主动消化学习内容，把希望寄托在考前的画 重点上。 （,0
q009,大学四年各有什么特点？,p8_c0,8,10000,11,华南师范大学学生心理健康教研室 —9— 130. 大学学习具有专业性。大学生的学习是在确定了基本的专业方向后进行的，因此大学 生学习的职业定向性较为明确，即为将来走上工作岗位，适应社会需要进行学习。同 时，专业与学科群的划分也把大学学习与大,0
q009,大学四年各有什么特点？,p18_c0,18,15,10000,华南师范大学学生心理健康教研室 —19— 235. CASVE 循环的五个阶段是：沟通、分析、综合、评估和执行。 沟通（Communication）：识别问题的存在，找出差距。沟通是CASVE 决策过程中 的第一个阶段，人们意识到问题的存在,0
q009,大学四年各有什么特点？,p7_c0,7,27,29,华南师范大学学生心理健康教研室 —8— 116. 霍妮的人格理论认为神经症水平的人际交往模式分成三种方式： （1）接近人——“如果我顺从，我就不会得到伤害”； （2）远离人——“如果我后退，没有任何人能够伤害我”； （3）反对人——“如果我,0
q009,大学四年各有什么特点？,p18_c1,18,19,10000,缺乏自信、自负、盲目从众依赖等心理问题，有一个重要原因，是因为他们没有一个 明确合理的求职目标，导致他们在求职过程中不知道什么样的工作适合自己，自然也 难以找到满意的工作，从而引发种种消极心态。 240. “备准”思维是没有明确目标，走一步,0
q009,大学四年各有什么特点？,p2_c1,2,10000,19,根据他人对自己的看法和评价而发展起对自己的认识，这个过程在人的一生中一直进 行着。 41. 大学生对自己的认知可以通过以下四个方面逐渐形成： 自己的行为、他人的反馈、反射性评价、社会比较。 42. 大学阶段是走向社会的准备和过渡阶段，大学生,0
q009,大学四年各有什么特点？,p11_c0,11,23,10000,华南师范大学学生心理健康教研室 —12— 148. 信息爆炸下究竟会产生哪些焦虑？ 其一，信息爆炸让我们感觉要学东西太多，时间不够用。 其二，要学习的东西太多，不知从何下手。 149. 越是背求自己要集中注意力，注意力越是跑到了“怕被干扰”,0
q009,大学四年各有什么特点？,p7_c1,7,10000,27,导得很少，大学生在课前、课后没有预习、复习，说不定就完全听不懂了，而且大学 老师也不会每天待在办公室里等着你去问问题。 127. 学生走进大学，需要学习的“开学第一课”或许就是如何有效地进行大学学习，如何 适应大学课堂的变化。 128. 大,0
q010,为什么有时候老是难以集中注意力？,p11_c0,11,3,3,华南师范大学学生心理健康教研室 —12— 148. 信息爆炸下究竟会产生哪些焦虑？ 其一，信息爆炸让我们感觉要学东西太多，时间不够用。 其二，要学习的东西太多，不知从何下手。 149. 越是背求自己要集中注意力，注意力越是跑到了“怕被干扰”,0
q010,为什么有时候老是难以集中注意力？,p8_c1,8,7,7,（2）学习态度不端正：现在的大学生中，很多人对自己“为什么要学习”缺乏正确 的认识，因而在学习中，缺乏积极主动的学习心态，表现为遇到上课老师点名的课就 去听，课后就是玩游戏、听歌等；平时不主动消化学习内容，把希望寄托在考前的画 重点上。 （,0
q010,为什么有时候老是难以集中注意力？,p9_c0,9,15,11,华南师范大学学生心理健康教研室 —10— 136. 学习焦虑是一种一般性的不安、担忧和紧张感，其原因在于害怕学习失败、担心不能 完成学习任务及随之而来的自尊、自我效能感的丧失。但实际上，适度的学习焦虑是 可以促进学习的。 137. 1908,0
q010,为什么有时候老是难以集中注意力？,p10_c0,10,27,15,华南师范大学学生心理健康教研室 —11— 142. 大学生要先深入了解自己的专业核心课程、发展现状、就业前景等，然后再来判定该 专业是不是真的是自己所认为的那样，也确定自己是不是真的喜欢该专业。 143. 智力因素与非智力因素在学习中发挥着,0
q010,为什么有时候老是难以集中注意力？,p9_c1,9,23,19,自己的学习生活造成很大困扰，请尽快求助专业心理咨询人员。 139. 拖延症是指在能够预料后果有害的情况下，仍然把计划要做的事情往后推迟的一种行 为，是一种普遍存在的、有害的自我调节失败的形式。 140. 著名心理学家弗兰克告诉我们，需求意义,0
q010,为什么有时候老是难以集中注意力？,p22_c0,22,11,10000,华南师范大学学生心理健康教研室 —23— 280. 应避免网络随意搜索导致自我暗示错误，需认准官方渠道。 281. 空心病本质是价值观缺陷导致的无意义感。 282. 需通过实践避免精神孤岛，增强生命意义感。 283. 弗兰克尔认为即使面对无,0
q010,为什么有时候老是难以集中注意力？,p3_c1,3,19,10000,互制约，统一于个体的自我意识之中。自我认识涉及的是“我是一个什么样的人”、 “我为什么是这样的人”等问题。 51. 社会自我是个体对自己社会属性的意识，即对自己在各种社会关系中的角色、地位、 权利、人际距离等方面的认识、评价和体验。如“我受,0
q010,为什么有时候老是难以集中注意力？,p13_c0,13,10000,23,华南师范大学学生心理健康教研室 —14— 168. 耶克斯- 多德森定律与任务难度的关系：对于简单任务，较高的压力水平可提高效 率；对于复杂任务，较低的压力水平更有利于发挥最佳水平。 169. 七好减压法：包括吃好、睡好、运动好、爱好、玩好,0
q010,为什么有时候老是难以集中注意力？,p10_c1,10,10000,27,随时能够更新。现在，我们随时随地都可以发送信息，信息发送本身不再受空间、时 间的限制了。 其二，由于有了关注和交互，信息量显著增大。现在任何社交平台上任何一项内容的 产生都可能引发大量的转发和评论，而评论本身即对信息内容的再次加工，一条新的,0
q010,为什么有时候老是难以集中注意力？,p18_c1,18,29,10000,缺乏自信、自负、盲目从众依赖等心理问题，有一个重要原因，是因为他们没有一个 明确合理的求职目标，导致他们在求职过程中不知道什么样的工作适合自己，自然也 难以找到满意的工作，从而引发种种消极心态。 240. “备准”思维是没有明确目标，走一步,0
q010,为什么有时候老是难以集中注意力？,p13_c1,13,10000,29,（专注当前任务）。 179. 精神性压力源：是直接阻碍和破坏个体正常精神需求的内在和外在事件，包括错误的 认识结构、个体不良经验、道德冲突及不良个性心理特点等。​ 180. 社会环境性压力源：是直接阻碍和破坏个体社会需求的事件，分为纯社会性,0
q011,压力主要是怎么产生的？,p9_c0,9,3,10000,华南师范大学学生心理健康教研室 —10— 136. 学习焦虑是一种一般性的不安、担忧和紧张感，其原因在于害怕学习失败、担心不能 完成学习任务及随之而来的自尊、自我效能感的丧失。但实际上，适度的学习焦虑是 可以促进学习的。 137. 1908,1
q011,压力主要是怎么产生的？,p11_c1,11,10000,3,人的支持、鼓励和帮助来达到化解压力的效果。 150. 压力的定义（汉斯·塞利）： 压力是躯体为了适应施加于它身上的任何需求而产生的非特定性反应，分为负性压力 （不愉快、消极痛苦，有阻碍性）和正性压力（愉快、满意，有挑战性，促进成长和 职业发,1
q011,压力主要是怎么产生的？,p12_c0,12,23,7,华南师范大学学生心理健康教研室 —13— 154. 正性压力的定义：正性压力是指能带来愉快、满意体验，具有挑战性，且能促进个体 成长和职业发展的压力类型。 155. 应激的三个阶段： 惊觉阶段（机体被激活处理问题）、 阻抗阶段（维护身体受损,0
q011,压力主要是怎么产生的？,p8_c1,8,7,27,（2）学习态度不端正：现在的大学生中，很多人对自己“为什么要学习”缺乏正确 的认识，因而在学习中，缺乏积极主动的学习心态，表现为遇到上课老师点名的课就 去听，课后就是玩游戏、听歌等；平时不主动消化学习内容，把希望寄托在考前的画 重点上。 （,0
q011,压力主要是怎么产生的？,p11_c0,11,15,19,华南师范大学学生心理健康教研室 —12— 148. 信息爆炸下究竟会产生哪些焦虑？ 其一，信息爆炸让我们感觉要学东西太多，时间不够用。 其二，要学习的东西太多，不知从何下手。 149. 越是背求自己要集中注意力，注意力越是跑到了“怕被干扰”,0
q011,压力主要是怎么产生的？,p10_c0,10,11,10000,华南师范大学学生心理健康教研室 —11— 142. 大学生要先深入了解自己的专业核心课程、发展现状、就业前景等，然后再来判定该 专业是不是真的是自己所认为的那样，也确定自己是不是真的喜欢该专业。 143. 智力因素与非智力因素在学习中发挥着,0
q011,压力主要是怎么产生的？,p13_c1,13,10000,11,（专注当前任务）。 179. 精神性压力源：是直接阻碍和破坏个体正常精神需求的内在和外在事件，包括错误的 认识结构、个体不良经验、道德冲突及不良个性心理特点等。​ 180. 社会环境性压力源：是直接阻碍和破坏个体社会需求的事件，分为纯社会性,1
q011,压力主要是怎么产生的？,p12_c1,12,10000,15,压力的生理反应包括： 肌肉紧张、心率加快、血压升高、呼吸频率改变等，长期压力可能导致心血管疾病、 消化系统问题等。 165. 压力的心理反应与生理反应的区别： 心理反应主要体现在认知（如注意力、记忆力）、情绪（如焦虑、易怒）等心理层面； 生,0
q011,压力主要是怎么产生的？,p1_c0,1,27,29,华南师范大学学生心理健康教研室 —2— 16. 大学生心理问题产生的个体原因有： 心理发展的矛盾性；心理成熟滞后，心理韧性不强；交往能力欠缺，缺乏社会支持。 17. 为了让人们意识到心理健康的重要性，1989 年，世界卫生组织提出了21 世,0
q011,压力主要是怎么产生的？,p0_c0,0,19,10000,华南师范大学学生心理健康教研室 —1— 大学生心理健康教育知识概要 1. 当前大学的心理健康问题具体表现在以下几个方面：对大学环境的不适应、恋爱与性 心理产生问题、自我定位的迷茫与困惑、求职择业的压力难以应对。 2. 大一生活适应的困惑期：,0
q011,压力主要是怎么产生的？,p13_c0,13,10000,23,华南师范大学学生心理健康教研室 —14— 168. 耶克斯- 多德森定律与任务难度的关系：对于简单任务，较高的压力水平可提高效 率；对于复杂任务，较低的压力水平更有利于发挥最佳水平。 169. 七好减压法：包括吃好、睡好、运动好、爱好、玩好,0
q011,压力主要是怎么产生的？,p0_c1,0,29,10000,常见的精神障碍主要包括：精神分裂、偏执性精神障碍、急性短暂性精神障碍等。 10. 边缘性人格障碍是以长期不稳定的人际关系模式、扭曲的自我概念和强烈的情绪反应 为主要特征，在精神和行为上极端对立且交互并存，经常会做出自我伤害等行为。 11. ,0
q012,正确的恋爱观是什么样子的？,p8_c1,8,3,10000,（2）学习态度不端正：现在的大学生中，很多人对自己“为什么要学习”缺乏正确 的认识，因而在学习中，缺乏积极主动的学习心态，表现为遇到上课老师点名的课就 去听，课后就是玩游戏、听歌等；平时不主动消化学习内容，把希望寄托在考前的画 重点上。 （,0
q012,正确的恋爱观是什么样子的？,p14_c1,14,10000,3,德观制约之间产生矛盾、性意识的强烈与表现的平淡形成反差、性心理的渴望和恋爱 的盲目并存。 195. 健康性心理的“性别认同正常”指个体认同与悦纳自己的生理性别，并具有与生物性 别相一致的性别意识和性别角色、行为，有相应的言行举止和服饰模式，,1
q012,正确的恋爱观是什么样子的？,p9_c0,9,7,10000,华南师范大学学生心理健康教研室 —10— 136. 学习焦虑是一种一般性的不安、担忧和紧张感，其原因在于害怕学习失败、担心不能 完成学习任务及随之而来的自尊、自我效能感的丧失。但实际上，适度的学习焦虑是 可以促进学习的。 137. 1908,0
q012,正确的恋爱观是什么样子的？,p15_c0,15,10000,7,华南师范大学学生心理健康教研室 —16— 201. 性指向障碍在世界卫生组织《国际疾病分类标准编码》（第10 版）中分为性成熟障 碍症、自厌性性取向障碍、性关系障碍症等。 202. 恋爱中“从‘我’走向‘我们’”是一段旅程，既是对自我的限制,0
q012,正确的恋爱观是什么样子的？,p16_c0,16,27,11,华南师范大学学生心理健康教研室 —17— 216. 避孕套是一种常见的避孕工具，正确使用时不仅能有效避孕，还可有效防止性传播疾 病的传播，具有干净卫生的特点，是较为可靠的避孕方式之一。 217. 美国心理学家Reiss 的爱情发展车轮理论包,0
q012,正确的恋爱观是什么样子的？,p10_c0,10,11,10000,华南师范大学学生心理健康教研室 —11— 142. 大学生要先深入了解自己的专业核心课程、发展现状、就业前景等，然后再来判定该 专业是不是真的是自己所认为的那样，也确定自己是不是真的喜欢该专业。 143. 智力因素与非智力因素在学习中发挥着,0
q012,正确的恋爱观是什么样子的？,p11_c0,11,15,10000,华南师范大学学生心理健康教研室 —12— 148. 信息爆炸下究竟会产生哪些焦虑？ 其一，信息爆炸让我们感觉要学东西太多，时间不够用。 其二，要学习的东西太多，不知从何下手。 149. 越是背求自己要集中注意力，注意力越是跑到了“怕被干扰”,0
q012,正确的恋爱观是什么样子的？,p15_c1,15,10000,15,210. 亲密关系中的边界核心是坚决维护自己说“不”的权利，也尊重对方说“不”的权利， 意味着有分享和不分享的权利，为彼此保留自我空间。 211. 大学生恋爱进化过程中的“彼此依恋”阶段，双方交往不再拘谨，更轻松自在，话题 更深入，渴望分享,1
q012,正确的恋爱观是什么样子的？,p18_c0,18,19,10000,华南师范大学学生心理健康教研室 —19— 235. CASVE 循环的五个阶段是：沟通、分析、综合、评估和执行。 沟通（Communication）：识别问题的存在，找出差距。沟通是CASVE 决策过程中 的第一个阶段，人们意识到问题的存在,0
q012,正确的恋爱观是什么样子的？,p16_c1,16,10000,19,224. 爱情风格理论由John Alan Lee 提出，归纳出6 种爱情风格，分别是浪漫爱（理想化， 重外表）、游戏爱（视如游戏，怕承诺）、同伴爱（友谊型，缓慢发展）、现实爱（务 实功利，理性选择）、占有爱（占有欲强，冲突多）、奉献爱（义,0
q012,正确的恋爱观是什么样子的？,p18_c1,18,23,10000,缺乏自信、自负、盲目从众依赖等心理问题，有一个重要原因，是因为他们没有一个 明确合理的求职目标，导致他们在求职过程中不知道什么样的工作适合自己，自然也 难以找到满意的工作，从而引发种种消极心态。 240. “备准”思维是没有明确目标，走一步,0
q012,正确的恋爱观是什么样子的？,p14_c0,14,10000,23,华南师范大学学生心理健康教研室 —15— 185. 问题中心策略的典型做法：收集信息、制定计划、权衡办法、寻求帮助等。 186. 情绪中心策略的典型做法：通过调节自身情绪来应对压力，包括情绪宣泄、寻求情感 支持、改变认知角度、放松训练、转移,0
q012,正确的恋爱观是什么样子的？,p3_c0,3,10000,27,华南师范大学学生心理健康教研室 —4— 45. 自我意识偏差的心理调适分为正确认识自我、悦纳自我、有效控制自我、不断超越自 我。其中，“正确认识自我”中分为四个步骤： （1）建立多元自我的概念； （2）建立合理的比较体系； （3）经常自我反,0
q012,正确的恋爱观是什么样子的？,p8_c0,8,29,10000,华南师范大学学生心理健康教研室 —9— 130. 大学学习具有专业性。大学生的学习是在确定了基本的专业方向后进行的，因此大学 生学习的职业定向性较为明确，即为将来走上工作岗位，适应社会需要进行学习。同 时，专业与学科群的划分也把大学学习与大,0
q012,正确的恋爱观是什么样子的？,p7_c0,7,10000,29,华南师范大学学生心理健康教研室 —8— 116. 霍妮的人格理论认为神经症水平的人际交往模式分成三种方式： （1）接近人——“如果我顺从，我就不会得到伤害”； （2）远离人——“如果我后退，没有任何人能够伤害我”； （3）反对人——“如果我,0
q013,什么是健康性心理？,p14_c0,14,15,3,华南师范大学学生心理健康教研室 —15— 185. 问题中心策略的典型做法：收集信息、制定计划、权衡办法、寻求帮助等。 186. 情绪中心策略的典型做法：通过调节自身情绪来应对压力，包括情绪宣泄、寻求情感 支持、改变认知角度、放松训练、转移,0
q013,什么是健康性心理？,p9_c0,9,3,10000,华南师范大学学生心理健康教研室 —10— 136. 学习焦虑是一种一般性的不安、担忧和紧张感，其原因在于害怕学习失败、担心不能 完成学习任务及随之而来的自尊、自我效能感的丧失。但实际上，适度的学习焦虑是 可以促进学习的。 137. 1908,0
q013,什么是健康性心理？,p1_c0,1,29,7,华南师范大学学生心理健康教研室 —2— 16. 大学生心理问题产生的个体原因有： 心理发展的矛盾性；心理成熟滞后，心理韧性不强；交往能力欠缺，缺乏社会支持。 17. 为了让人们意识到心理健康的重要性，1989 年，世界卫生组织提出了21 世,0
q013,什么是健康性心理？,p8_c1,8,7,10000,（2）学习态度不端正：现在的大学生中，很多人对自己“为什么要学习”缺乏正确 的认识，因而在学习中，缺乏积极主动的学习心态，表现为遇到上课老师点名的课就 去听，课后就是玩游戏、听歌等；平时不主动消化学习内容，把希望寄托在考前的画 重点上。 （,0
q013,什么是健康性心理？,p14_c1,14,19,19,德观制约之间产生矛盾、性意识的强烈与表现的平淡形成反差、性心理的渴望和恋爱 的盲目并存。 195. 健康性心理的“性别认同正常”指个体认同与悦纳自己的生理性别，并具有与生物性 别相一致的性别意识和性别角色、行为，有相应的言行举止和服饰模式，,1
q013,什么是健康性心理？,p16_c0,16,27,15,华南师范大学学生心理健康教研室 —17— 216. 避孕套是一种常见的避孕工具，正确使用时不仅能有效避孕，还可有效防止性传播疾 病的传播，具有干净卫生的特点，是较为可靠的避孕方式之一。 217. 美国心理学家Reiss 的爱情发展车轮理论包,0
q013,什么是健康性心理？,p10_c0,10,11,10000,华南师范大学学生心理健康教研室 —11— 142. 大学生要先深入了解自己的专业核心课程、发展现状、就业前景等，然后再来判定该 专业是不是真的是自己所认为的那样，也确定自己是不是真的喜欢该专业。 143. 智力因素与非智力因素在学习中发挥着,0
q013,什么是健康性心理？,p0_c0,0,10000,11,华南师范大学学生心理健康教研室 —1— 大学生心理健康教育知识概要 1. 当前大学的心理健康问题具体表现在以下几个方面：对大学环境的不适应、恋爱与性 心理产生问题、自我定位的迷茫与困惑、求职择业的压力难以应对。 2. 大一生活适应的困惑期：,0
q013,什么是健康性心理？,p16_c1,16,23,10000,224. 爱情风格理论由John Alan Lee 提出，归纳出6 种爱情风格，分别是浪漫爱（理想化， 重外表）、游戏爱（视如游戏，怕承诺）、同伴爱（友谊型，缓慢发展）、现实爱（务 实功利，理性选择）、占有爱（占有欲强，冲突多）、奉献爱（义,0
q013,什么是健康性心理？,p15_c0,15,10000,23,华南师范大学学生心理健康教研室 —16— 201. 性指向障碍在世界卫生组织《国际疾病分类标准编码》（第10 版）中分为性成熟障 碍症、自厌性性取向障碍、性关系障碍症等。 202. 恋爱中“从‘我’走向‘我们’”是一段旅程，既是对自我的限制,0
q013,什么是健康性心理？,p4_c0,4,10000,27,华南师范大学学生心理健康教研室 —5— 52. 有效控制自我是健全自我意识的根本途径，有效地进行自我控制是为了保证自我的健 康发展。有效控制自我可以分为四个方面： （1）培养顽强的意志力； （2）塑造健全人格； （3）积极参加社会实践； （,0
q013,什么是健康性心理？,p3_c0,3,10000,29,华南师范大学学生心理健康教研室 —4— 45. 自我意识偏差的心理调适分为正确认识自我、悦纳自我、有效控制自我、不断超越自 我。其中，“正确认识自我”中分为四个步骤： （1）建立多元自我的概念； （2）建立合理的比较体系； （3）经常自我反,0
q014,失恋了怎么办?,p14_c0,14,11,3,华南师范大学学生心理健康教研室 —15— 185. 问题中心策略的典型做法：收集信息、制定计划、权衡办法、寻求帮助等。 186. 情绪中心策略的典型做法：通过调节自身情绪来应对压力，包括情绪宣泄、寻求情感 支持、改变认知角度、放松训练、转移,0
q014,失恋了怎么办?,p8_c1,8,3,10000,（2）学习态度不端正：现在的大学生中，很多人对自己“为什么要学习”缺乏正确 的认识，因而在学习中，缺乏积极主动的学习心态，表现为遇到上课老师点名的课就 去听，课后就是玩游戏、听歌等；平时不主动消化学习内容，把希望寄托在考前的画 重点上。 （,0
q014,失恋了怎么办?,p16_c1,16,7,7,224. 爱情风格理论由John Alan Lee 提出，归纳出6 种爱情风格，分别是浪漫爱（理想化， 重外表）、游戏爱（视如游戏，怕承诺）、同伴爱（友谊型，缓慢发展）、现实爱（务 实功利，理性选择）、占有爱（占有欲强，冲突多）、奉献爱（义,0
q014,失恋了怎么办?,p15_c0,15,27,11,华南师范大学学生心理健康教研室 —16— 201. 性指向障碍在世界卫生组织《国际疾病分类标准编码》（第10 版）中分为性成熟障 碍症、自厌性性取向障碍、性关系障碍症等。 202. 恋爱中“从‘我’走向‘我们’”是一段旅程，既是对自我的限制,0
q014,失恋了怎么办?,p0_c0,0,15,23,华南师范大学学生心理健康教研室 —1— 大学生心理健康教育知识概要 1. 当前大学的心理健康问题具体表现在以下几个方面：对大学环境的不适应、恋爱与性 心理产生问题、自我定位的迷茫与困惑、求职择业的压力难以应对。 2. 大一生活适应的困惑期：,0
q014,失恋了怎么办?,p16_c0,16,23,19,华南师范大学学生心理健康教研室 —17— 216. 避孕套是一种常见的避孕工具，正确使用时不仅能有效避孕，还可有效防止性传播疾 病的传播，具有干净卫生的特点，是较为可靠的避孕方式之一。 217. 美国心理学家Reiss 的爱情发展车轮理论包,0
q014,失恋了怎么办?,p14_c1,14,19,27,德观制约之间产生矛盾、性意识的强烈与表现的平淡形成反差、性心理的渴望和恋爱 的盲目并存。 195. 健康性心理的“性别认同正常”指个体认同与悦纳自己的生理性别，并具有与生物性 别相一致的性别意识和性别角色、行为，有相应的言行举止和服饰模式，,0
q014,失恋了怎么办?,p21_c0,21,10000,15,华南师范大学学生心理健康教研室 —22— 255. 基于“准备”思维的大学生涯规划步骤需要做到“知己”、“知彼”与“抉择”三个 步骤。 （1）“知己”是帮助自身在快速变化的社会中找到内心的确定性、形成定见，不会 因外界变化而产生过多的困扰。,0
q014,失恋了怎么办?,p10_c1,10,29,10000,随时能够更新。现在，我们随时随地都可以发送信息，信息发送本身不再受空间、时 间的限制了。 其二，由于有了关注和交互，信息量显著增大。现在任何社交平台上任何一项内容的 产生都可能引发大量的转发和评论，而评论本身即对信息内容的再次加工，一条新的,0
q014,失恋了怎么办?,p10_c0,10,10000,29,华南师范大学学生心理健康教研室 —11— 142. 大学生要先深入了解自己的专业核心课程、发展现状、就业前景等，然后再来判定该 专业是不是真的是自己所认为的那样，也确定自己是不是真的喜欢该专业。 143. 智力因素与非智力因素在学习中发挥着,0
q015,大学想创业要有什么心理准备？,p10_c0,10,3,11,华南师范大学学生心理健康教研室 —11— 142. 大学生要先深入了解自己的专业核心课程、发展现状、就业前景等，然后再来判定该 专业是不是真的是自己所认为的那样，也确定自己是不是真的喜欢该专业。 143. 智力因素与非智力因素在学习中发挥着,0
q015,大学想创业要有什么心理准备？,p19_c0,19,19,3,华南师范大学学生心理健康教研室 —20— 242. 大学生可从三个方面调适自己的创业心态： （1）合理制定创业方向。当前国内大力鼓励大学生创业，无论是学校、社会都加大 了对创业活动的宣传力度，部分大学生心智尚不成熟，出于一时的兴趣就参与到其,1
q015,大学想创业要有什么心理准备？,p18_c1,18,27,7,缺乏自信、自负、盲目从众依赖等心理问题，有一个重要原因，是因为他们没有一个 明确合理的求职目标，导致他们在求职过程中不知道什么样的工作适合自己，自然也 难以找到满意的工作，从而引发种种消极心态。 240. “备准”思维是没有明确目标，走一步,1
q015,大学想创业要有什么心理准备？,p20_c1,20,7,10000,251. 目标制定的SMART 原则中，T 为时间节点，其含义为：目标要有一个时间节点。有 时候拖延是你自己不给节点。 252. 大学四年级为求职准备阶段。一般情况下，毕业班学生主要以完成实习与毕业论文， 提升求职技巧，为升学就业做充分准备,1
q015,大学想创业要有什么心理准备？,p8_c1,8,15,27,（2）学习态度不端正：现在的大学生中，很多人对自己“为什么要学习”缺乏正确 的认识，因而在学习中，缺乏积极主动的学习心态，表现为遇到上课老师点名的课就 去听，课后就是玩游戏、听歌等；平时不主动消化学习内容，把希望寄托在考前的画 重点上。 （,0
q015,大学想创业要有什么心理准备？,p9_c0,9,11,10000,华南师范大学学生心理健康教研室 —10— 136. 学习焦虑是一种一般性的不安、担忧和紧张感，其原因在于害怕学习失败、担心不能 完成学习任务及随之而来的自尊、自我效能感的丧失。但实际上，适度的学习焦虑是 可以促进学习的。 137. 1908,0
q015,大学想创业要有什么心理准备？,p17_c0,17,10000,15,华南师范大学学生心理健康教研室 —18— 227. 大学的价值： （1）大学给我们提供了一个良好的个人成长环境。我们在这里脱去稚气，成为一个 更为全面发展的人，为未来长远的人生打下坚实的基础。大学是一个让自我学会独立 的阶段。大学让我们更广,0
q015,大学想创业要有什么心理准备？,p20_c0,20,10000,19,华南师范大学学生心理健康教研室 —21— 247. 大学学习与高中学习特点的比较： （1）学习目标：高中是考上大学，大学是成为社会需要的优秀人才，对大学生提出 的要求是掌握专门的知识，培养专门能力，提高综合素质。 （2）学习主动性：高中是学,0
q015,大学想创业要有什么心理准备？,p11_c0,11,23,10000,华南师范大学学生心理健康教研室 —12— 148. 信息爆炸下究竟会产生哪些焦虑？ 其一，信息爆炸让我们感觉要学东西太多，时间不够用。 其二，要学习的东西太多，不知从何下手。 149. 越是背求自己要集中注意力，注意力越是跑到了“怕被干扰”,0
q015,大学想创业要有什么心理准备？,p8_c0,8,10000,23,华南师范大学学生心理健康教研室 —9— 130. 大学学习具有专业性。大学生的学习是在确定了基本的专业方向后进行的，因此大学 生学习的职业定向性较为明确，即为将来走上工作岗位，适应社会需要进行学习。同 时，专业与学科群的划分也把大学学习与大,0
q015,大学想创业要有什么心理准备？,p18_c0,18,29,10000,华南师范大学学生心理健康教研室 —19— 235. CASVE 循环的五个阶段是：沟通、分析、综合、评估和执行。 沟通（Communication）：识别问题的存在，找出差距。沟通是CASVE 决策过程中 的第一个阶段，人们意识到问题的存在,0
